,지역본부,지역,주소,동,호,주택군 이름,주택열람일정,공급형,전용면적,주거공용면적,면적계,방수,층수,승강기유무,주택유형,성별용도구분,청년 1순위_기본 임대조건_임대보증금(원),청년 1순위_기본 임대조건_월임대료(원),청년 1순위_임대료→보증금 최대전환시_임대보증금(원),청년 1순위_임대료→보증금 최대전환시_월임대료(원),청년 2~3순위_기본 임대조건_임대보증금(원),청년 2~3순위_기본 임대조건_월임대료(원),청년 2~3순위_임대료→보증금 최대전환시_임대보증금(원),청년 2~3순위_임대료→보증금 최대전환시_월임대료(원)
172,P41370,매입다가구(경기오산시),경기도 오산시 원동로 30-7(원동) 유탑유블레스,202,1435,,오산역-1,21.97,32.474,54.444,1,14층,Y,오피스텔,1,,,,,,,,,
173,P41370,매입다가구(경기오산시),경기도 오산시 오산로 166(원동) ,502,1110,0,오산역-1,35.8,22.61,58.41,1,11층,Y,오피스텔,1,,,,,,,,,
174,P41370,매입다가구(경기오산시),경기도 오산시 오산로 166(원동) ,502,1112,0,오산역-1,20.16,12.98,33.14,1,11층,Y,오피스텔,1,,,,,,,,,
175,P41370,매입다가구(경기오산시),경기도 오산시 성호대로 23(오산동) 비바체카운티리버,497,902,0,오산역-2,37.8129,20.1178,57.9307,2,9층,Y,,1,,,,,,,,,
176,P41370,매입다가구(경기오산시),경기도 오산시 성호대로 23(오산동) 비바체카운티리버,497,905,0,오산역-2,37.8129,20.1233,57.9362,2,9층,Y,,1,,,,,,,,,
177,P41370,매입다가구(경기오산시),경기도 오산시 성호대로 23(오산동) 비바체카운티리버,497,1002,0,오산역-2,37.8129,20.1178,57.9307,2,10층,Y,,1,,,,,,,,,
178,P41370,매입다가구(경기오산시),경기도 오산시 성호대로 23(오산동) 비바체카운티리버,497,1004,0,오산역-2,38.1284,19.9323,58.0607,2,10층,Y,,1,,,,,,,,,
179,P41370,매입다가구(경기오산시),경기도 오산시 성호대로 23(오산동) 비바체카운티리버,497,1102,0,오산역-2,37.8129,20.1178,57.9307,2,11층,Y,,1,,,,,,,,,
180,P41370,매입다가구(경기오산시),경기도 오산시 성호대로 23(오산동) 비바체카운티리버,497,1304,0,오산역-2,38.1284,19.9323,58.0607,2,13층,Y,,1,,,,,,,,,
181,P41370,매입다가구(경기오산시),경기도 오산시 양산로 323-23(양산동) ,504,201,0,오산한신대,26.855,10.374,37.229,1,2층,Y,도시형생활주택(원룸형),1,,,,,,,,,
182,P41370,매입다가구(경기오산시),경기도 오산시 양산로 323-23(양산동) ,504,401,0,오산한신대,25.928,10.016,35.944,1,4층,Y,도시형생활주택(원룸형),1,,,,,,,,,
183,P41460,매입다가구(경기용인시),경기도 용인시 기흥구 동백중앙로 53-10(중동) ,595,604,0,용인기흥,26.335,6.681,33.016,1,6층,Y,오피스텔,1,,,,,,,,,
184,P41460,매입다가구(경기용인시),경기도 용인시 기흥구 동백중앙로 53-6(중동) ,597,202,0,용인기흥,31.33,7.672,39.002,1,2층,Y,오피스텔,1,,,,,,,,,
185,P41460,매입다가구(경기용인시),경기도 용인시 기흥구 강남서로104번길 3-3(구갈동) 자연드림,102(청년),104,,용인기흥,29.85,17.062,46.912,1,1층,N,다가구주택,1,,,,,,,,,
186,P41460,매입다가구(경기용인시),경기도 용인시 기흥구 중부대로 559(구갈동) 한진에버빌,201(청년),313,,용인기흥,21.5817,31.7982,53.3799,1,3층,Y,오피스텔,1,,,,,,,,,
187,P41460,매입다가구(경기용인시),경기도 용인시 수지구 대지로 42(죽전동) 죽전위드어반,401,411,0,용인수지,20.1,12.311,32.411,1,4층,Y,오피스텔,1,,,,,,,,,
188,P41460,매입다가구(경기용인시),경기도 용인시 수지구 용구대로 2793(죽전동) (LH 청년나래가),402,907,0,용인수지,30.4387,21.4456,51.8843,1,9층,Y,도시형생활주택(원룸형),1,,,,,,,,,
189,P41460,매입다가구(경기용인시),경기도 용인시 수지구 용구대로 2793(죽전동) (LH 청년나래가),402,1114,0,용인수지,19.9963,13.1269,33.1232,1,11층,Y,도시형생활주택(원룸형),1,,,,,,,,,
190,P41460,매입다가구(경기용인시),경기도 용인시 처인구 포곡읍 전대로16번길 6 명석원룸,101(청년),104,0,용인처인,18.73,3.33,22.06,1,1층,N,,1,,,,,,,,,
191,P41460,매입다가구(경기용인시),경기도 용인시 처인구 금령로106번길 14-8(김량장동) 용인웰메이드시티(337),301(청년),1312,,용인처인,17.5727,21.5208,39.0935,1,13층,Y,도시형생활주택(원룸형),1,,,,,,,,,
192,P41460,매입다가구(경기용인시),경기도 용인시 처인구 금령로106번길 14-8(김량장동) 용인웰메이드시티(337),301(청년),1506,,용인처인,19.9257,24.7037,44.6294,1,15층,Y,도시형생활주택(원룸형),1,,,,,,,,,
193,P41460,매입다가구(경기용인시),경기도 용인시 처인구 명지로16번길 9-24(역북동) 진영리더스빌,302(청년),417,0,용인처인,24.23,11.7283,35.9583,1,4층,Y,오피스텔,1,,,,,,,,,
194,P41460,매입다가구(경기용인시),경기도 용인시 처인구 명지로16번길 9-24(역북동) 진영리더스빌,302(청년),619,0,용인처인,24.23,11.7283,35.9583,1,6층,Y,오피스텔,1,,,,,,,,,
195,P41500,매입다가구(경기이천시),경기도 이천시 설봉로82번길 29(창전동) ,청년-창전동 416-40,302,,이천,15.74,8.66,24.4,1,3층,N,다세대주택,1,,,,,,,,,
