,지역본부,지역,명,주소,동,호,주택군 이름,주택열람일정,공급형,성별용도 구분,"전용
면적","주거공용
면적",면적계,방수,층수,"승강기
유무",주택유형,복층여부,청년1순위_기본 임대조건임대보증금,청년1순위_기본 임대조건월임대료,청년1순위_임대료→보증금 최대전환시임대보증금,청년1순위_임대료→보증금 최대전환시월임대료,"청년 2순위, 3순위_기본 임대조건임대보증금","청년 2순위, 3순위_기본 임대조건월임대료","청년 2순위, 3순위_임대료→보증금 최대전환시임대보증금","청년 2순위, 3순위_임대료→보증금 최대전환시월임대료"
103,서울지역본부,서울특별시,매입다가구(서울서초구),서울특별시 서초구 남부순환로337길 20(서초동) 백년빌 B동,B,404,서초서초동(백년빌),열람불가(계약 전 주택 개방),단독(1인),남여공용,24.25,7.56,31.81,1,4층,Y,도시형생활주택,,"1,000,000","566,190","59,200,000","226,690","2,000,000","693,760","73,300,000","277,840"
104,서울지역본부,서울특별시,매입다가구(서울서초구),서울특별시 서초구 남부순환로337길 20(서초동) 백년빌 B동,B,501,서초서초동(백년빌),열람불가(계약 전 주택 개방),단독(1인),남여공용,25.35,7.72,33.07,1,5층,Y,도시형생활주택,,"1,000,000","602,470","62,900,000","241,380","2,000,000","738,450","77,900,000","295,700"
105,서울지역본부,서울특별시,매입다가구(서울서초구),서울특별시 서초구 남부순환로337길 20(서초동) 백년빌 B동,B,502,서초서초동(백년빌),열람불가(계약 전 주택 개방),단독(1인),남여공용,25.23,8.35,33.58,1,5층,Y,도시형생활주택,,"1,000,000","604,440","63,100,000","242,190","2,000,000","741,030","78,200,000","296,530"
106,서울지역본부,서울특별시,매입다가구(서울서초구),서울특별시 서초구 남부순환로337길 20(서초동) 백년빌 B동,B,503,서초서초동(백년빌),열람불가(계약 전 주택 개방),단독(1인),남여공용,25.12,7.84,32.96,1,5층,Y,도시형생활주택,,"1,000,000","586,560","61,300,000","234,810","2,000,000","718,900","75,900,000","287,810"
107,서울지역본부,서울특별시,매입다가구(서울서초구),서울특별시 서초구 남부순환로337길 20(서초동) 백년빌 B동,B,504,서초서초동(백년빌),열람불가(계약 전 주택 개방),단독(1인),남여공용,24.25,7.56,31.81,1,5층,Y,도시형생활주택,,"1,000,000","566,190","59,200,000","226,690","2,000,000","693,760","73,300,000","277,840"
108,서울지역본부,서울특별시,매입다가구(서울성북구),서울특별시 성북구 장위로21나길 63(장위동) ,,402,성북장위동,열람불가(계약 전 주택 개방),단독(1인),남여공용,14.85,5.95,20.8,1,4층,N,다가구주택,,"1,000,000","152,390","16,600,000","61,390","2,000,000","184,790","21,000,000","73,950"
109,서울지역본부,서울특별시,매입다가구(서울성북구),서울특별시 성북구 정릉로21길 62-4(정릉동) 형지리버빌,,202,성북정릉동(형지리버빌),열람불가(계약 전 주택 개방),단독(1인),여성전용,29.31,4.92,34.23,1,2층,N,다세대주택,,"1,000,000","348,020","36,700,000","139,770","2,000,000","427,190","45,900,000","171,100"
110,서울지역본부,서울특별시,매입다가구(서울양천구),서울특별시 양천구 가로공원로66길 11-2(신월동) ,,302,양천신월동,열람불가(계약 전 주택 개방),단독(1인),남여공용,16.92,7.25,24.17,1,3층,N,다가구주택,,"1,000,000","228,170","24,400,000","91,670","2,000,000","281,340","30,900,000","112,750"
111,서울지역본부,서울특별시,매입다가구(서울양천구),서울특별시 양천구 신정중앙로 60(신정동) 스타힐스,B,502,양천신정동(스타힐스),열람불가(계약 전 주택 개방),단독(1인),남여공용,29.92,8.14,38.06,1,5층,Y,도시형생활주택,,"1,000,000","410,240","43,100,000","164,650","2,000,000","500,710","53,500,000","200,290"
112,서울지역본부,서울특별시,매입다가구(서울양천구),"서울특별시 양천구 오목로 147(신정동,제이클래스목동주상복합) ",,403,양천신정동(제이클래스목동),열람불가(계약 전 주택 개방),단독(1인),남여공용,19.01,10.08,29.09,1,4층,Y,오피스텔,,"1,000,000","235,760","25,200,000","94,590","2,000,000","287,010","31,500,000","114,920"
113,서울지역본부,서울특별시,매입다가구(서울양천구),"서울특별시 양천구 오목로 147(신정동,제이클래스목동주상복합) ",,512,양천신정동(제이클래스목동),열람불가(계약 전 주택 개방),단독(1인),남여공용,19.31,10.83,30.14,1,5층,Y,오피스텔,,"1,000,000","242,710","25,900,000","97,460","2,000,000","295,520","32,300,000","118,770"
114,서울지역본부,서울특별시,매입다가구(서울영등포구),서울특별시 영등포구 대림로29가길 10(대림동) 데에이치대림4차,101,201,영등포대림동(데에이치대림4차),열람불가(계약 전 주택 개방),단독(1인),남여공용,29.97,10.03,40,2,2층,Y,도시형생활주택,,"1,000,000","482,150","50,500,000","193,400","2,000,000","591,400","62,800,000","236,730"
115,서울지역본부,서울특별시,매입다가구(서울영등포구),서울특별시 영등포구 대림로29가길 10(대림동) 데에이치대림4차,101,301,영등포대림동(데에이치대림4차),열람불가(계약 전 주택 개방),단독(1인),남여공용,29.97,10.03,40,2,3층,Y,도시형생활주택,,"1,000,000","491,150","51,500,000","196,560","2,000,000","602,640","63,900,000","241,550"
116,서울지역본부,서울특별시,매입다가구(서울영등포구),서울특별시 영등포구 대림로31길 28(대림동) 시그니처 732,,302,영등포대림동(시그니처 732),열람불가(계약 전 주택 개방),단독(1인),남여공용,26.12,6.23,32.35,1,3층,Y,도시형생활주택,,"1,000,000","379,590","40,000,000","152,090","2,000,000","463,880","49,700,000","185,630"
117,서울지역본부,서울특별시,매입다가구(서울영등포구),"서울특별시 영등포구 대림로35나길 20(대림동,다이얼로그737) ",,311,영등포대림동(다이얼로그737),열람불가(계약 전 주택 개방),단독(1인),남여공용,26.53,10.96,37.49,1,3층,Y,도시형생활주택,,"1,000,000","482,080","50,500,000","193,330","2,000,000","591,530","62,800,000","236,860"
118,서울지역본부,서울특별시,매입다가구(서울영등포구),"서울특별시 영등포구 대림로35나길 20(대림동,다이얼로그737) ",,314,영등포대림동(다이얼로그737),열람불가(계약 전 주택 개방),단독(1인),남여공용,22.26,9.03,31.29,1,3층,Y,도시형생활주택,,"1,000,000","402,740","42,400,000","161,240","2,000,000","493,710","52,700,000","197,960"
119,서울지역본부,서울특별시,매입다가구(서울영등포구),"서울특별시 영등포구 대림로35나길 20(대림동,다이얼로그737) ",,412,영등포대림동(다이얼로그737),열람불가(계약 전 주택 개방),단독(1인),남여공용,22.23,9.06,31.29,1,4층,Y,도시형생활주택,,"1,000,000","402,740","42,400,000","161,240","2,000,000","493,710","52,700,000","197,960"
120,서울지역본부,서울특별시,매입다가구(서울영등포구),"서울특별시 영등포구 대림로35나길 20(대림동,다이얼로그737) ",,515,영등포대림동(다이얼로그737),열람불가(계약 전 주택 개방),단독(1인),남여공용,28.45,11.59,40.04,1,5층,Y,도시형생활주택,,"1,000,000","489,130","51,300,000","195,710","2,000,000","599,790","63,600,000","240,450"
121,서울지역본부,서울특별시,매입다가구(서울영등포구),"서울특별시 영등포구 대림로35나길 20(대림동,다이얼로그737) ",,601,영등포대림동(다이얼로그737),열람불가(계약 전 주택 개방),단독(1인),남여공용,27.6,11.07,38.67,1,6층,Y,도시형생활주택,,"1,000,000","478,290","50,100,000","191,870","2,000,000","586,540","62,300,000","234,790"
122,서울지역본부,서울특별시,매입다가구(서울영등포구),서울특별시 영등포구 영등포로49길 9-14(영등포동2가) 뜰아래,101,407,영등포영등포동2가(뜰아래),열람불가(계약 전 주택 개방),단독(1인),남여공용,28.0539,33.9221,61.976,1,4층,Y,오피스텔,,"1,000,000","374,010","39,400,000","150,010","2,000,000","457,530","49,000,000","183,360"
123,서울지역본부,서울특별시,매입다가구(서울영등포구),서울특별시 영등포구 영등포로49길 9-14(영등포동2가) 뜰아래,102,1001,영등포영등포동2가(뜰아래),열람불가(계약 전 주택 개방),단독(1인),남여공용,19.8833,11.9864,31.8697,1,10층,Y,도시형생활주택,,"1,000,000","431,660","45,300,000","173,240","2,000,000","532,380","56,700,000","213,290"
124,서울지역본부,서울특별시,매입다가구(서울용산구),서울특별시 용산구 원효로 109(원효로3가) 용산 클라우드 나인,,307,용산원효로3가(클라우드나인),열람불가(계약 전 주택 개방),단독(1인),남여공용,18.7263,16.7659,35.4922,1,3층,Y,오피스텔,,"1,000,000","374,280","39,400,000","150,280","2,000,000","458,200","49,100,000","183,450"
125,서울지역본부,서울특별시,매입다가구(서울용산구),서울특별시 용산구 원효로 109(원효로3가) 용산 클라우드 나인,,505,용산원효로3가(클라우드나인),열람불가(계약 전 주택 개방),단독(1인),남여공용,17.0764,15.366,32.4424,1,5층,Y,오피스텔,,"1,000,000","353,570","37,300,000","141,820","2,000,000","432,890","46,500,000","173,300"
126,서울지역본부,서울특별시,매입다가구(서울은평구),서울특별시 은평구 가좌로7길 9-10(응암동) 나린하우징3차,나,303,은평응암동(나린하우징3차),열람불가(계약 전 주택 개방),단독(1인),남여공용,29.97,4.02,33.99,1,3층,Y,다세대주택,,"1,000,000","441,180","46,300,000","176,930","2,000,000","543,580","57,900,000","217,490"
127,서울지역본부,서울특별시,매입다가구(서울은평구),"서울특별시 은평구 서오릉로4길 24(녹번동,동산주택) 동산주택 A동",,401,은평녹번동(동산주택),열람불가(계약 전 주택 개방),단독(1인),남여공용,30,5.5,35.5,1,4층,Y,다세대주택,,"1,000,000","341,170","36,000,000","137,000","2,000,000","417,470","44,900,000","167,220"
128,서울지역본부,서울특별시,매입다가구(서울은평구),서울특별시 은평구 응암로29길 20(응암동) 예그리나6차,,602,은평응암동(예그리나6차),열람불가(계약 전 주택 개방),단독(1인),남여공용,28.55,7.577,36.127,1,6층,Y,오피스텔,,"1,000,000","328,050","34,700,000","131,460","2,000,000","401,350","43,200,000","161,010"
129,서울지역본부,서울특별시,매입다가구(서울종로구),서울특별시 종로구 난계로29길 13(숭인동) 종로더블유스퀘어,,205,종로숭인동(더블유스퀘어),열람불가(계약 전 주택 개방),단독(1인),남여공용,21.79,10.7685,32.5585,1,2층,Y,오피스텔,,"1,000,000","291,340","30,900,000","116,920","2,000,000","354,680","38,400,000","142,340"
130,서울지역본부,서울특별시,매입다가구(서울종로구),서울특별시 종로구 종로 339-10(창신동) 화인비스타 에이,,204,종로창신동(화인비스타),열람불가(계약 전 주택 개방),단독(1인),남여공용,29.37,13.2,42.57,1,2층,Y,오피스텔,,"1,000,000","438,220","46,000,000","175,720","2,000,000","535,720","57,100,000","214,300"
131,서울지역본부,서울특별시,매입다가구(서울종로구),서울특별시 종로구 종로 339-10(창신동) 화인비스타 에이,,205,종로창신동(화인비스타),열람불가(계약 전 주택 개방),단독(1인),남여공용,29.29,13.25,42.54,1,2층,Y,오피스텔,,"1,000,000","438,120","46,000,000","175,620","2,000,000","535,620","57,000,000","214,780"
132,서울지역본부,서울특별시,매입다가구(서울종로구),서울특별시 종로구 종로 339-10(창신동) 화인비스타 에이,,306,종로창신동(화인비스타),열람불가(계약 전 주택 개방),단독(1인),남여공용,28.01,13.09,41.1,1,3층,Y,오피스텔,,"1,000,000","430,410","45,200,000","172,570","2,000,000","526,180","56,100,000","210,590"
133,서울지역본부,서울특별시,매입다가구(서울종로구),서울특별시 종로구 종로 339-10(창신동) 화인비스타 에이,,501,종로창신동(화인비스타),열람불가(계약 전 주택 개방),단독(1인),남여공용,29.98,14.04,44.02,1,5층,Y,오피스텔,,"1,000,000","455,060","47,800,000","182,060","2,000,000","556,460","59,200,000","222,790"
134,서울지역본부,서울특별시,매입다가구(서울종로구),서울특별시 종로구 종로 339-10(창신동) 화인비스타 에이,,706,종로창신동(화인비스타),열람불가(계약 전 주택 개방),단독(1인),남여공용,29.77,13.7,43.47,1,7층,Y,다세대주택,,"1,000,000","461,680","48,400,000","185,180","2,000,000","564,810","60,000,000","226,470"
135,서울지역본부,서울특별시,매입다가구(서울종로구),서울특별시 종로구 종로31길 43(인의동) 루비온 오피스텔,,214,종로인의동(루비온오피스텔),열람불가(계약 전 주택 개방),단독(1인),남여공용,18.2,0,18.2,1,2층,Y,오피스텔,,"1,000,000","294,650","31,300,000","117,900","2,000,000","360,170","39,000,000","144,330"
136,서울지역본부,서울특별시,매입다가구(서울종로구),서울특별시 종로구 종로31길 43(인의동) 루비온 오피스텔,,512,종로인의동(루비온오피스텔),열람불가(계약 전 주택 개방),단독(1인),남여공용,18.2,0,18.2,1,5층,Y,오피스텔,,"1,000,000","304,690","32,300,000","122,100","2,000,000","372,720","40,300,000","149,300"
137,서울지역본부,서울특별시,매입다가구(서울종로구),서울특별시 종로구 종로56길 23(숭인동) 시티플러스,,907,종로숭인동(시티플러스),열람불가(계약 전 주택 개방),단독(1인),남여공용,18.74,22.8829,41.6229,1,9층,Y,오피스텔,,"1,000,000","288,630","30,600,000","115,960","2,000,000","352,770","38,200,000","141,600"
138,서울지역본부,서울특별시,매입다가구(서울종로구),서울특별시 종로구 종로63길 20(숭인동) ,제1동,202,종로숭인동,열람불가(계약 전 주택 개방),단독(1인),남여공용,23.94,4.96,28.9,1,2층,Y,도시형생활주택,,"1,000,000","419,230","44,100,000","167,810","2,000,000","515,010","54,900,000","206,420"
139,서울지역본부,서울특별시,매입다가구(서울종로구),서울특별시 종로구 종로65길 12-26(숭인동) 미래지안,,206,종로숭인동(미래지안),열람불가(계약 전 주택 개방),단독(1인),남여공용,23.96,9.36,33.32,1,2층,Y,오피스텔,,"1,000,000","293,240","31,100,000","117,650","2,000,000","357,100","38,700,000","143,010"
140,서울지역본부,서울특별시,매입다가구(서울중구),"서울특별시 중구 동호로33길 15(오장동,오렌지카운티을지로) ",,807,중구오장동(오렌지카운티),열람불가(계약 전 주택 개방),단독(1인),남여공용,15.79,18.57,34.36,1,8층,Y,도시형생활주택,,"1,000,000","340,820","36,000,000","136,650","2,000,000","417,720","44,900,000","167,470"
141,서울지역본부,서울특별시,매입다가구(서울중구),"서울특별시 중구 동호로33길 15(오장동,오렌지카운티을지로) ",,913,중구오장동(오렌지카운티),열람불가(계약 전 주택 개방),단독(1인),남여공용,15.79,18.01,33.8,1,9층,Y,도시형생활주택,,"1,000,000","338,450","35,800,000","135,450","2,000,000","414,840","44,600,000","166,340"
142,서울지역본부,서울특별시,매입다가구(서울중구),"서울특별시 중구 동호로33길 15(오장동,오렌지카운티을지로) ",,1312,중구오장동(오렌지카운티),열람불가(계약 전 주택 개방),단독(1인),남여공용,15.79,18.01,33.8,1,13층,Y,도시형생활주택,,"1,000,000","341,580","36,100,000","136,830","2,000,000","418,750","45,000,000","167,910"
143,서울지역본부,서울특별시,매입다가구(서울중구),서울특별시 중구 마른내로 106(오장동) 정석그라시아,,403,중구오장동(정석그라시아),열람불가(계약 전 주택 개방),단독(1인),남여공용,21.17,17.75,38.92,1,4층,Y,오피스텔,,"1,000,000","342,190","36,100,000","137,440","2,000,000","418,110","45,000,000","167,270"
144,서울지역본부,서울특별시,매입다가구(서울중구),서울특별시 중구 마른내로 106(오장동) 정석그라시아,,604,중구오장동(정석그라시아),열람불가(계약 전 주택 개방),단독(1인),남여공용,20.81,17.42,38.23,1,6층,Y,오피스텔,,"1,000,000","340,210","35,900,000","136,620","2,000,000","415,750","44,700,000","166,660"
145,서울지역본부,서울특별시,매입다가구(서울중구),서울특별시 중구 왕십리로 397(신당동) 왕십리 큐브스테이트,,304,중구신당동(왕십리큐브스테이트),열람불가(계약 전 주택 개방),단독(1인),남여공용,35.83,16.92,52.75,1,3층,Y,오피스텔,Y,"1,000,000","662,590","69,100,000","265,340","2,000,000","813,790","85,700,000","325,540"
146,서울지역본부,서울특별시,매입다가구(서울중구),서울특별시 중구 왕십리로 397(신당동) 왕십리 큐브스테이트,,305,중구신당동(왕십리큐브스테이트),열람불가(계약 전 주택 개방),단독(1인),남여공용,35.83,16.92,52.75,1,3층,Y,오피스텔,Y,"1,000,000","662,590","69,100,000","265,340","2,000,000","813,790","85,700,000","325,540"
147,서울지역본부,서울특별시,매입다가구(서울중구),서울특별시 중구 왕십리로 397(신당동) 왕십리 큐브스테이트,,502,중구신당동(왕십리큐브스테이트),열람불가(계약 전 주택 개방),단독(1인),남여공용,36.98,17.07,54.05,1,5층,Y,오피스텔,Y,"1,000,000","698,820","72,800,000","279,980","2,000,000","858,570","90,300,000","343,480"
148,서울지역본부,서울특별시,매입다가구(서울중구),서울특별시 중구 왕십리로 397(신당동) 왕십리 큐브스테이트,,507,중구신당동(왕십리큐브스테이트),열람불가(계약 전 주택 개방),단독(1인),남여공용,34.05,15.88,49.93,1,5층,Y,오피스텔,Y,"1,000,000","644,870","67,300,000","258,120","2,000,000","792,020","83,400,000","317,180"
149,서울지역본부,서울특별시,매입다가구(서울중구),서울특별시 중구 왕십리로 397(신당동) 왕십리 큐브스테이트,,602,중구신당동(왕십리큐브스테이트),열람불가(계약 전 주택 개방),단독(1인),남여공용,36.98,17.07,54.05,1,6층,Y,오피스텔,Y,"1,000,000","698,990","72,800,000","280,150","2,000,000","858,740","90,300,000","343,650"
150,서울지역본부,서울특별시,매입다가구(서울중구),서울특별시 중구 왕십리로 397(신당동) 왕십리 큐브스테이트,,606,중구신당동(왕십리큐브스테이트),열람불가(계약 전 주택 개방),단독(1인),남여공용,35.83,16.92,52.75,1,6층,Y,오피스텔,Y,"1,000,000","675,680","70,400,000","270,840","2,000,000","830,030","87,300,000","332,440"
151,서울지역본부,서울특별시,매입다가구(서울중구),서울특별시 중구 왕십리로 397(신당동) 왕십리 큐브스테이트,,807,중구신당동(왕십리큐브스테이트),열람불가(계약 전 주택 개방),단독(1인),남여공용,34.05,15.88,49.93,1,8층,Y,오피스텔,Y,"1,000,000","658,090","68,600,000","263,750","2,000,000","808,390","85,100,000","323,640"
152,서울지역본부,서울특별시,매입다가구(서울중구),서울특별시 중구 왕십리로 397(신당동) 왕십리 큐브스테이트,,1103,중구신당동(왕십리큐브스테이트),열람불가(계약 전 주택 개방),단독(1인),남여공용,35.83,16.92,52.75,1,11층,Y,오피스텔,Y,"1,000,000","696,460","72,600,000","278,790","2,000,000","855,760","90,000,000","342,420"
153,서울지역본부,서울특별시,매입다가구(서울중구),서울특별시 중구 왕십리로 397(신당동) 왕십리 큐브스테이트,,1104,중구신당동(왕십리큐브스테이트),열람불가(계약 전 주택 개방),단독(1인),남여공용,35.83,16.92,52.75,1,11층,Y,오피스텔,Y,"1,000,000","696,460","72,600,000","278,790","2,000,000","855,760","90,000,000","342,420"
154,서울지역본부,서울특별시,매입다가구(서울중구),서울특별시 중구 왕십리로 397(신당동) 왕십리 큐브스테이트,,1105,중구신당동(왕십리큐브스테이트),열람불가(계약 전 주택 개방),단독(1인),남여공용,35.83,16.92,52.75,1,11층,Y,오피스텔,Y,"1,000,000","696,460","72,600,000","278,790","2,000,000","855,760","90,000,000","342,420"
155,서울지역본부,서울특별시,매입다가구(서울중구),서울특별시 중구 왕십리로 397(신당동) 왕십리 큐브스테이트,,1206,중구신당동(왕십리큐브스테이트),열람불가(계약 전 주택 개방),단독(1인),남여공용,35.83,16.92,52.75,1,12층,Y,오피스텔,Y,"1,000,000","696,460","72,600,000","278,790","2,000,000","855,760","90,000,000","342,420"
156,서울지역본부,서울특별시,매입다가구(서울중구),서울특별시 중구 왕십리로 397(신당동) 왕십리 큐브스테이트,,1404,중구신당동(왕십리큐브스테이트),열람불가(계약 전 주택 개방),단독(1인),남여공용,35.83,16.92,52.75,1,14층,Y,오피스텔,Y,"1,000,000","696,460","72,600,000","278,790","2,000,000","855,760","90,000,000","342,420"
157,서울지역본부,서울특별시,매입다가구(서울중구),서울특별시 중구 왕십리로 397(신당동) 왕십리 큐브스테이트,,1604,중구신당동(왕십리큐브스테이트),열람불가(계약 전 주택 개방),단독(1인),남여공용,35.83,16.93,52.76,1,16층,Y,오피스텔,Y,"1,000,000","696,460","72,600,000","278,790","2,000,000","855,760","90,000,000","342,420"
158,서울지역본부,서울특별시,매입다가구(서울중구),서울특별시 중구 퇴계로71길 36(신당동) ,,202,중구신당동,열람불가(계약 전 주택 개방),단독(1인),남여공용,22.29,15.02,37.31,1,2층,Y,오피스텔,Y,"1,000,000","423,160","44,500,000","169,410","2,000,000","518,980","55,300,000","208,060"
159,서울지역본부,서울특별시,매입다가구(서울중랑구),"서울특별시 중랑구 봉우재로37길 17(상봉동,상봉 힐스테이) 상봉 힐스테이",,302,중랑상봉동(상봉힐스테이),열람불가(계약 전 주택 개방),단독(1인),남여공용,14.75,9.16,23.91,1,3층,Y,도시형생활주택,,"1,000,000","316,780","33,500,000","127,190","2,000,000","387,850","41,800,000","155,680"
160,서울지역본부,서울특별시,매입다가구(서울중랑구),"서울특별시 중랑구 봉우재로37길 17(상봉동,상봉 힐스테이) 상봉 힐스테이",,303,중랑상봉동(상봉힐스테이),열람불가(계약 전 주택 개방),단독(1인),남여공용,14.47,9.02,23.49,1,3층,Y,도시형생활주택,,"1,000,000","276,970","29,400,000","111,300","2,000,000","338,500","36,800,000","135,500"
161,서울지역본부,서울특별시,매입다가구(서울중랑구),"서울특별시 중랑구 봉우재로37길 17(상봉동,상봉 힐스테이) 상봉 힐스테이",,304,중랑상봉동(상봉힐스테이),열람불가(계약 전 주택 개방),단독(1인),남여공용,14.75,9.16,23.91,1,3층,Y,도시형생활주택,,"1,000,000","316,780","33,500,000","127,190","2,000,000","387,850","41,800,000","155,680"
162,서울지역본부,서울특별시,매입다가구(서울중랑구),"서울특별시 중랑구 봉우재로37길 17(상봉동,상봉 힐스테이) 상봉 힐스테이",,402,중랑상봉동(상봉힐스테이),열람불가(계약 전 주택 개방),단독(1인),남여공용,14.75,9.16,23.91,1,4층,Y,도시형생활주택,,"1,000,000","322,050","34,100,000","128,960","2,000,000","394,420","42,500,000","158,170"
163,서울지역본부,서울특별시,매입다가구(서울중랑구),"서울특별시 중랑구 봉우재로37길 17(상봉동,상봉 힐스테이) 상봉 힐스테이",,403,중랑상봉동(상봉힐스테이),열람불가(계약 전 주택 개방),단독(1인),남여공용,14.47,9.02,23.49,1,4층,Y,도시형생활주택,,"1,000,000","282,230","30,000,000","113,060","2,000,000","345,060","37,400,000","138,560"
164,서울지역본부,서울특별시,매입다가구(서울중랑구),"서울특별시 중랑구 봉우재로37길 17(상봉동,상봉 힐스테이) 상봉 힐스테이",,404,중랑상봉동(상봉힐스테이),열람불가(계약 전 주택 개방),단독(1인),남여공용,14.75,9.16,23.91,1,4층,Y,도시형생활주택,,"1,000,000","322,050","34,100,000","128,960","2,000,000","394,420","42,500,000","158,170"
165,서울지역본부,서울특별시,매입다가구(서울중랑구),"서울특별시 중랑구 봉우재로37길 17(상봉동,상봉 힐스테이) 상봉 힐스테이",,502,중랑상봉동(상봉힐스테이),열람불가(계약 전 주택 개방),단독(1인),남여공용,14.75,9.16,23.91,1,5층,Y,도시형생활주택,,"1,000,000","330,880","35,000,000","132,540","2,000,000","405,410","43,600,000","162,740"
166,서울지역본부,서울특별시,매입다가구(서울중랑구),"서울특별시 중랑구 봉우재로37길 17(상봉동,상봉 힐스테이) 상봉 힐스테이",,503,중랑상봉동(상봉힐스테이),열람불가(계약 전 주택 개방),단독(1인),남여공용,14.47,9.02,23.49,1,5층,Y,도시형생활주택,,"1,000,000","287,600","30,500,000","115,510","2,000,000","351,730","38,100,000","141,140"
167,서울지역본부,서울특별시,매입다가구(서울중랑구),"서울특별시 중랑구 봉우재로37길 17(상봉동,상봉 힐스테이) 상봉 힐스테이",,602,중랑상봉동(상봉힐스테이),열람불가(계약 전 주택 개방),단독(1인),남여공용,14.75,9.16,23.91,1,6층,Y,도시형생활주택,,"1,000,000","334,380","35,300,000","134,290","2,000,000","409,780","44,100,000","164,190"
168,서울지역본부,서울특별시,매입다가구(서울중랑구),"서울특별시 중랑구 봉우재로37길 17(상봉동,상봉 힐스테이) 상봉 힐스테이",,603,중랑상봉동(상봉힐스테이),열람불가(계약 전 주택 개방),단독(1인),남여공용,14.47,9.02,23.49,1,6층,Y,도시형생활주택,,"1,000,000","291,100","30,900,000","116,680","2,000,000","356,100","38,600,000","142,600"
169,서울지역본부,서울특별시,매입다가구(서울중랑구),"서울특별시 중랑구 봉우재로37길 17(상봉동,상봉 힐스테이) 상봉 힐스테이",,703,중랑상봉동(상봉힐스테이),열람불가(계약 전 주택 개방),단독(1인),남여공용,14.47,9.02,23.49,1,7층,Y,도시형생활주택,,"1,000,000","291,100","30,900,000","116,680","2,000,000","356,100","38,600,000","142,600"
170,서울지역본부,서울특별시,매입다가구(서울중랑구),"서울특별시 중랑구 봉우재로37길 17(상봉동,상봉 힐스테이) 상봉 힐스테이",,803,중랑상봉동(상봉힐스테이),열람불가(계약 전 주택 개방),단독(1인),남여공용,14.47,9.02,23.49,1,8층,Y,도시형생활주택,,"1,000,000","291,100","30,900,000","116,680","2,000,000","356,100","38,600,000","142,600"
171,서울지역본부,서울특별시,매입다가구(서울중랑구),"서울특별시 중랑구 봉우재로37길 17(상봉동,상봉 힐스테이) 상봉 힐스테이",,903,중랑상봉동(상봉힐스테이),열람불가(계약 전 주택 개방),단독(1인),남여공용,14.47,9.02,23.49,1,9층,Y,도시형생활주택,,"1,000,000","292,990","31,100,000","117,400","2,000,000","358,420","38,800,000","143,750"
172,서울지역본부,서울특별시,매입다가구(서울중랑구),"서울특별시 중랑구 봉우재로37길 17(상봉동,상봉 힐스테이) 상봉 힐스테이",,1003,중랑상봉동(상봉힐스테이),열람불가(계약 전 주택 개방),단독(1인),남여공용,14.47,9.02,23.49,1,10층,Y,도시형생활주택,,"1,000,000","292,990","31,100,000","117,400","2,000,000","358,420","38,800,000","143,750"
173,서울지역본부,서울특별시,매입다가구(서울중랑구),"서울특별시 중랑구 봉우재로37길 17(상봉동,상봉 힐스테이) 상봉 힐스테이",,1103,중랑상봉동(상봉힐스테이),열람불가(계약 전 주택 개방),단독(1인),남여공용,14.47,9.02,23.49,1,11층,Y,도시형생활주택,,"1,000,000","296,490","31,400,000","119,150","2,000,000","362,790","39,300,000","145,200"
174,서울지역본부,서울특별시,매입다가구(서울중랑구),"서울특별시 중랑구 봉우재로37길 17(상봉동,상봉 힐스테이) 상봉 힐스테이",,1203,중랑상봉동(상봉힐스테이),열람불가(계약 전 주택 개방),단독(1인),남여공용,14.47,9.02,23.49,1,12층,Y,도시형생활주택,,"1,000,000","296,660","31,500,000","118,740","2,000,000","362,960","39,300,000","145,370"
175,서울지역본부,서울특별시,매입다가구(서울중랑구),"서울특별시 중랑구 봉우재로37길 17(상봉동,상봉 힐스테이) 상봉 힐스테이",,1303,중랑상봉동(상봉힐스테이),열람불가(계약 전 주택 개방),단독(1인),남여공용,14.47,9.02,23.49,1,13층,Y,도시형생활주택,,"1,000,000","296,690","31,500,000","118,770","2,000,000","362,990","39,300,000","145,400"
176,서울지역본부,서울특별시,매입다가구(서울중랑구),"서울특별시 중랑구 봉우재로37길 17(상봉동,상봉 힐스테이) 상봉 힐스테이",,1402,중랑상봉동(상봉힐스테이),열람불가(계약 전 주택 개방),단독(1인),남여공용,25.06,11.03,36.09,1,14층,Y,오피스텔,,"1,000,000","335,630","35,500,000","134,380","2,000,000","410,600","44,200,000","164,430"
177,서울지역본부,서울특별시,매입다가구(서울중랑구),"서울특별시 중랑구 봉우재로37길 17(상봉동,상봉 힐스테이) 상봉 힐스테이",,1403,중랑상봉동(상봉힐스테이),열람불가(계약 전 주택 개방),단독(1인),남여공용,21.14,9.79,30.93,1,14층,Y,오피스텔,,"1,000,000","280,490","29,800,000","112,490","2,000,000","342,460","37,200,000","137,120"
178,서울지역본부,서울특별시,매입다가구(서울중랑구),"서울특별시 중랑구 봉우재로37길 17(상봉동,상봉 힐스테이) 상봉 힐스테이",,1404,중랑상봉동(상봉힐스테이),열람불가(계약 전 주택 개방),단독(1인),남여공용,25.06,11.03,36.09,1,14층,Y,오피스텔,,"1,000,000","335,630","35,500,000","134,380","2,000,000","410,600","44,200,000","164,430"
